serial_number,list_year,date_recorded,town,address,assessed_value,sale_amount15,sales_ratio16,property_type,residential_type
20137,2020,2020-11-17T00:00:00,Newtown,10 CLEARVIEW DRIVE,284800,532500,0.5348,Residential,Single Family
200174,2020,2020-11-17T00:00:00,New Haven,445 HUNTINGTON ST,64190,155000,0.4141,Residential,Three Family
20104,2020,2021-01-05T00:00:00,Plainfield,57 WAUREGAN RD,119470,70000,1.7067,Commercial,
200067,2020,2021-06-10T00:00:00,Roxbury,12 EAST WOODS RD,384850,825000,0.4664,Residential,Single Family
200314,2020,2020-11-27T00:00:00,Milford,55 RIDGEWOOD DR,197030,384000,0.513,Residential,Single Family
20711,2020,2021-08-10T00:00:00,Ridgefield,38 CAINS HILL ROAD,622980,1005000,0.6198,Residential,Single Family
201238,2020,2021-09-13T00:00:00,Meriden,13 ALCOVE ST,60760,70000,0.868,Residential,Single Family
20109,2020,2020-12-01T00:00:00,North Haven,12 LOUIS ST,116390,239000,0.4869,Residential,Single Family
2001189,2020,2021-03-16T00:00:00,Stamford,140 CEDAR HEIGHTS ROAD,532810,781500,0.6817,Residential,Single Family
200240,2020,2020-12-07T00:00:00,Meriden,21 PLUMB AVE,105630,200000,0.5281,Residential,Single Family
202252,2020,2021-08-23T00:00:00,North Haven,47 SENTINEL HILL RD,226480,405000,0.5592,Residential,Single Family
202286,2020,2021-05-13T00:00:00,Norwalk,18 YARMOUTH RD & 3 1/2 EAST BE,1311700,3300000,0.3974,Residential,Single Family
2000209,2020,2020-10-27T00:00:00,Stamford,51 WILDWOOD ROAD,448620,725000,0.6187,Residential,Single Family
20605,2020,2021-08-03T00:00:00,Southbury,933 OLD FIELD RD,248950,565000,0.4406,Residential,Single Family
20200,2020,2021-03-24T00:00:00,Montville,19 MOXLEY RD,37230,29000,1.283793103,Vacant Land,
200651,2020,2021-08-27T00:00:00,South Windsor,9 LAKEWOOD,157100,290000,0.541724138,Residential,Single Family
20033,2020,2021-08-24T00:00:00,Scotland,25 PLAINS RD,222800,435000,0.5121,Residential,Single Family
201168,2020,2021-08-26T00:00:00,Meriden,847 BLACKSTONE VLG,33600,105000,0.32,Residential,Condo
20571,2020,2021-06-17T00:00:00,Ridgefield,5 REDWOOD LANE,157610,260000,0.6061,Residential,Condo
200278,2020,2021-01-12T00:00:00,Norwich,33 EAST CLIFF ST,64600,22235,2.9053,Residential,Single Family
200404,2020,2021-09-01T00:00:00,Plainville,16 SANDSTONE RD,12250,377275,0.0324,Residential,Condo
20684,2020,2021-05-07T00:00:00,New Britain,326 HIGH ST,222110,430000,0.5165,Apartments,
20467,2020,2021-09-13T00:00:00,Monroe,121 FAN HILL RD,218300,375000,0.5821,Residential,Single Family
201019,2020,2021-07-19T00:00:00,Meriden,46 BALDWIN AVE,85610,230000,0.3722,Residential,Single Family
20458,2020,2021-02-18T00:00:00,New Britain,8 ERWIN PL,124880,340000,0.3672,Residential,Four Family
200228,2020,2021-04-26T00:00:00,New Fairfield,16 SUNSET DR,394300,865000,0.4558,Residential,Single Family
20208,2020,2021-02-26T00:00:00,North Haven,33 EATON ST,135300,260000,0.520384615,Residential,Single Family
200091,2020,2020-11-13T00:00:00,Stonington,257 RIVER RD B38,25500,46000,0.5543,Residential,Condo
202514,2020,2021-06-22T00:00:00,Norwalk,8 CLOVERLY CIR,515940,913000,0.5651,Residential,Single Family
200180,2020,2021-06-22T00:00:00,Portland,260 MAIN ST,121800,210000,0.58,Commercial,
2000647,2020,2021-07-29T00:00:00,Naugatuck,21 CURTISS ST,99900,295000,0.338644068,Residential,Two Family
200211,2020,2020-11-17T00:00:00,Norwalk,410 FOXBORO DR,334540,485000,0.6897,Residential,Condo
201256,2020,2021-08-02T00:00:00,New Haven,242 HOWARD AV,115010,340000,0.338264706,Residential,Three Family
2000463,2020,2020-11-25T00:00:00,Stamford,180 GLENBROOK ROAD #64,263240,430000,0.6121,Residential,Condo
20042,2020,2020-12-01T00:00:00,Orange,308 NARROW LA,186800,371000,0.5035,Residential,Single Family
203027,2020,2021-09-14T00:00:00,Norwalk,11 PENNOYER ST,821190,2550000,0.322,Residential,Single Family
20394,2020,2021-03-18T00:00:00,Ridgefield,16 TWIST HILL ROAD,396230,670000,0.5913,Residential,Single Family
20133,2020,2021-05-06T00:00:00,Orange,90 HALL DR,307600,500000,0.6152,Residential,Single Family
30182,2003,2003-12-15T00:00:00,Glastonbury,111 STANLEY DR,200600,375000,0.534933333,,
2000770,2020,2021-09-14T00:00:00,Naugatuck,1476 NEW HAVEN RD,26450,18895,1.399841228,Residential,Single Family
20578,2020,2021-06-18T00:00:00,Ridgefield,57 WHITE BIRCH ROAD,394270,33281,11.84669932,Residential,Single Family
200108,2020,2020-10-30T00:00:00,Meriden,42 BROOKLAWN DR,109200,110000,0.9927,Residential,Single Family
202674,2020,2021-07-15T00:00:00,Norwalk,120 FAWN RIDGE LN,223520,410000,0.5451,Residential,Condo
202462,2020,2021-06-11T00:00:00,Norwalk,45 MAPLE ST UNIT 45/4A,106630,184400,0.5782,Residential,Condo
20183,2020,2021-07-01T00:00:00,Orange,894 RACEBROOK RD,167900,312500,0.53728,Residential,Single Family
200127,2020,2020-11-12T00:00:00,Shelton,28 BUNKER HILL,280910,415000,0.6768,Residential,Condo
2002508,2020,2021-09-02T00:00:00,Stamford,45 MORGAN STREET,475110,665000,0.7144,Residential,Single Family
20152,2020,2020-11-06T00:00:00,New Britain,50 BROAD ST,237790,330000,0.7205,Commercial,
20585,2020,2021-07-28T00:00:00,Southbury,3 FARVIEW COMMONS,110260,226000,0.4878,Residential,Condo
200453,2020,2021-06-29T00:00:00,Simsbury,39 ALDER ROAD,149110,273000,0.5461,Residential,Single Family
200638,2020,2021-04-06T00:00:00,New Haven,329 PROSPECT AV,142170,345000,0.412,Residential,Three Family
2000437,2020,2020-11-24T00:00:00,Stamford,45 MILL VALLEY LANE,494930,870000,0.5688,Residential,Single Family
2000276,2020,2020-11-04T00:00:00,Stamford,39 MAPLE TREE AVENUE #47,250320,426000,0.5876,Residential,Condo
20419,2020,2021-02-04T00:00:00,New Britain,122 COUNTRY CLUB RD,73500,154000,0.4772,Residential,Single Family
200287,2020,2021-06-29T00:00:00,New Fairfield,44 OLD RD,178900,457000,0.3914,Residential,Single Family
200049,2020,2020-10-13T00:00:00,Middletown,37 MOHAWK ST,96030,40000,2.4007,Residential,Single Family
201285,2020,2021-06-23T00:00:00,Milford,8 WILLEM CT,126850,200000,0.6342,Vacant Land,
20793,2020,2021-09-16T00:00:00,Ridgefield,32 NOD WEST DR,463160,820000,0.5648,Residential,Single Family
200632,2020,2021-04-05T00:00:00,New Haven,95 LENOX ST # 1,24220,40000,0.6055,Residential,Condo
202007,2020,2020-10-05T00:00:00,Old Saybrook,340 WATROUS POINT RD,707100,875000,0.8081,Residential,Single Family
200066,2020,2021-01-08T00:00:00,Portland,22 COVELL HILL RD,265720,425000,0.6252,Residential,Single Family
20459,2020,2021-02-18T00:00:00,New Britain,170 GARRY DR,136570,225000,0.6069,Residential,Single Family
20137,2020,2020-10-21T00:00:00,Southbury,59 C HERITAGE VILLAGE,56670,146000,0.3881,Residential,Condo
200075,2020,2020-11-05T00:00:00,Stonington,545 GREENHAVEN RD,194900,330000,0.5906,Residential,Single Family
201161,2020,2021-04-21T00:00:00,Norwalk,50 AIKEN ST UNIT J/373,145090,239000,0.607,Residential,Condo
20005,2020,2020-10-01T00:00:00,New Britain,1576 STANLEY ST,139580,255000,0.5473,Residential,Single Family
200262,2020,2021-01-06T00:00:00,Shelton,646 HOWE AVE # 6,67060,120000,0.5588,Residential,Condo
20089,2020,2020-11-19T00:00:00,North Haven,P CULVER LN,79730,63750,1.2506,Vacant Land,
200967,2020,2021-08-27T00:00:00,Middletown,161 CIMMERON RD,125340,270000,0.4642,Residential,Single Family
20512,2020,2021-06-24T00:00:00,Southbury,519 C HERITAGE VILLAGE,71480,185000,0.3863,Residential,Condo
201486,2020,2021-09-27T00:00:00,New Haven,85 LAKE PL,250810,675000,0.3715,Residential,Three Family
2000666,2020,2021-08-04T00:00:00,Naugatuck,866 NEW HAVEN RD,94700,203500,0.4653,Residential,Four Family
201129,2020,2021-05-24T00:00:00,Milford,100 MELBA ST,306080,623000,0.4913,Residential,Single Family
200193,2020,2021-03-25T00:00:00,New Fairfield,27 MUSKET RIDGE RD,226900,484202,0.4686,Residential,Single Family
2000057,2020,2020-10-08T00:00:00,Stamford,53 SEASIDE AVENUE # 2,221140,368000,0.6009,Residential,Condo
200200,2020,2020-11-30T00:00:00,Middletown,276 TRYON ST,171180,285000,0.6006,Residential,Single Family
200228,2020,2021-07-29T00:00:00,Old Lyme,23 SEA VIEW RD,331300,615000,0.5386,Residential,Single Family
2000091,2020,2020-10-13T00:00:00,Stamford,94 CLUB ROAD,477290,700000,0.6818,Residential,Single Family
20200071,2020,2021-08-03T00:00:00,North Canaan,52 E MAIN ST,84840,209000,0.4059,Residential,Single Family
201103,2020,2021-08-09T00:00:00,Meriden,36 ROSE CIRCLE,126980,275000,0.4617,Residential,Single Family
2000706,2020,2021-08-20T00:00:00,Naugatuck,64 CARRIAGE DR,121010,220000,0.55,Residential,Single Family
2001254,2020,2021-03-25T00:00:00,Stamford,44 ELM TREE PLACE,434780,662000,0.6567,Residential,Two Family
20659,2020,2021-07-21T00:00:00,Ridgefield,44 OLS WEST MOUNTAIN ROAD,579810,1088000,0.5329,Residential,Single Family
200108,2020,2020-12-24T00:00:00,New Fairfield,1 DRUMMERS LN,296300,500000,0.5926,Residential,Single Family
202000260,2020,2021-08-05T00:00:00,Plymouth,412 MAIN STREET UNIT #19,60540,130000,0.4656,Residential,Condo
20031,2020,2020-10-27T00:00:00,Plainfield,473 NORWICH RD,514580,350000,1.470228571,Commercial,
200105,2020,2020-12-02T00:00:00,New Canaan,528 CARTER ST,971810,1600000,0.60738125,Residential,Single Family
201266,2020,2021-09-20T00:00:00,Meriden,58 BALDWIN ST,106190,202500,0.5243,Residential,Single Family
200211,2020,2021-04-06T00:00:00,Plainville,24 ELBOW LANE,116200,169000,0.6875,Residential,Two Family
201593,2020,2021-08-19T00:00:00,Milford,41 AUGUSTA DR,385790,625000,0.6172,Residential,Single Family
200170,2020,2020-11-25T00:00:00,Shelton,266 MEADOW ST,158120,440000,0.3593,Residential,Single Family
2002495,2020,2021-09-02T00:00:00,Stamford,30 GLENBROOK ROAD UNIT 5H,94880,148000,0.641,Residential,Condo
200003,2020,2020-10-01T00:00:00,Middletown,159 JULIA TERR,140270,215000,0.6524,Residential,Single Family
200643,2020,2021-08-18T00:00:00,New Canaan,114 ROCKY BROOK RD,997780,1499000,0.6656,Residential,Single Family
200273,2020,2020-12-15T00:00:00,Middletown,BERLIN ST,960,295000,0.0032,Vacant Land,
20665,2020,2021-05-03T00:00:00,New Britain,222 ELAM ST,87500,170000,0.5147,Residential,Single Family
201397,2020,2021-08-20T00:00:00,New London,11 HOLLY TERRACE,148400,160000,0.9275,Residential,Single Family
200081,2020,2020-10-28T00:00:00,Shelton,8 WEYBOSSET ST,144480,295000,0.4897,Residential,Single Family
201361,2020,2021-07-06T00:00:00,Milford,13 CATHERINE CT,171090,279000,0.6132,Residential,Single Family
200449,2020,2021-02-17T00:00:00,Norwich,36 PRATT ST,96500,220000,0.4386,Residential,Single Family
20259,2020,2021-04-05T00:00:00,North Haven,35 LINCOLN ST,153580,310000,0.4954,Residential,Single Family
201076,2020,2021-09-20T00:00:00,Norwich,4 BALTIC RD,133100,209000,0.6368,Residential,Single Family
20892,2020,2021-07-08T00:00:00,New Britain,307 PIERREMOUNT AVE,48650,100000,0.4865,Residential,Condo
201162,2020,2021-09-10T00:00:00,New Britain,315 HIGH ST,202720,464000,0.4368,Apartments,
200790,2020,2021-06-29T00:00:00,Middletown,PEASE AVE,36400,42000,0.8666,Vacant Land,
202903,2020,2021-08-23T00:00:00,Norwalk,2 PLYMOUTH AVE,283250,520000,0.5447,Residential,Two Family
200305,2020,2020-12-28T00:00:00,New Haven,400 BLAKE ST,26649000,50000000,0.5329,Commercial,
200123,2020,2020-10-21T00:00:00,Norwalk,16 HONEY HILL RD,333170,475000,0.7014,Residential,Single Family
2002602,2020,2021-09-17T00:00:00,Stamford,123 SADDLE ROCK ROAD,4095030,7500000,0.546,Residential,Single Family
20586,2020,2021-04-06T00:00:00,New Britain,178 FRANCIS ST,100940,210000,0.4806,Residential,Single Family
200035,2020,2020-10-09T00:00:00,Meriden,17 RAYMOND DR,115920,245000,0.4731,Residential,Single Family
2000845,2020,2021-01-20T00:00:00,Stamford,1288 ROCK RIMMON ROAD,563470,891032,0.6323,Residential,Single Family
20152,2020,2021-02-08T00:00:00,Plainfield,105 TARBOX RD,91420,212200,0.4308,Residential,Single Family
200286,2020,2021-04-01T00:00:00,Simsbury,1 WEST STREET #203,150500,267000,0.5636,Residential,Condo
200285,2020,2021-08-31T00:00:00,Rocky Hill,3 BEECHER LANE,111930,220650,0.5072,Residential,Condo
200969,2020,2021-04-20T00:00:00,Milford,120 PULLMAN DR,228610,440000,0.5195,Residential,Single Family
20340,2020,2021-01-06T00:00:00,New Britain,49 BEDFORD ST,86660,165000,0.5252,Residential,Single Family
200303,2020,2021-09-15T00:00:00,Rocky Hill,6 LITTLE OAK LANE,95690,170000,0.5628,Residential,Condo
201052,2020,2021-07-27T00:00:00,Meriden,27 CUTLERY AVE,93310,248000,0.3762,Residential,Single Family
200038,2020,2020-10-27T00:00:00,New Fairfield,70 LAVELLE,21200,205000,0.1034,Residential,Single Family
200007,2020,2020-10-02T00:00:00,Shelton,119 GRAY ST,238420,404900,0.5888,Residential,Single Family
200382,2020,2021-01-20T00:00:00,Norwich,303 MOHEGAN PARK RD #69,1100,2110040,0.0005,Vacant Land,
200109,2020,2020-11-10T00:00:00,South Windsor,8 PODUNK CIRCLE,169500,296000,0.5726,Residential,Single Family
20947,2020,2021-07-19T00:00:00,New Britain,85 BOOTH ST,189630,405000,0.4682,Apartments,
200094,2020,2021-05-21T00:00:00,Preston,113 OLD JEWETT CITY RD,137200,306000,0.448366013,Residential,Single Family
2000014,2020,2020-10-02T00:00:00,Stamford,74 BIRCHWOOD ROAD,303750,525000,0.5785,Residential,Single Family
20260,2020,2021-05-18T00:00:00,Plainfield,297 BLACK HILL RD,161860,348000,0.4651,Residential,Single Family
2001001,2020,2021-02-12T00:00:00,Stamford,119 COOLIDGE AVENUE,259440,428000,0.6061,Residential,Single Family
2000908,2020,2021-01-29T00:00:00,Stamford,116 PEPPER RIDGE ROAD,347050,580000,0.5983,Residential,Single Family
202000164,2020,2021-05-04T00:00:00,Plymouth,7 ABBOTT AVENUE,105310,179500,0.5866,Residential,Single Family
20493,2020,2021-05-06T00:00:00,Ridgefield,20 KEELER CLOSE,89810,175000,0.5132,Residential,Condo
200931,2020,2021-08-06T00:00:00,Norwich,70 PROVIDENCE ST,55600,130000,0.4276,Residential,Single Family
20462,2020,2021-06-03T00:00:00,Southbury,176 E HERITAGE VILLAGE,51970,135000,0.3849,Residential,Condo
200056,2020,2020-10-16T00:00:00,Meriden,25 MERRITT PL,169680,286500,0.5922,Residential,Four Family
20200023,2020,2020-12-14T00:00:00,Sharon,50 KING HILL RD,93600,60000,1.56,Residential,Single Family
200604,2020,2021-04-07T00:00:00,Norwich,22 GLEZEN ST,44400,97000,0.4577,Residential,Single Family
2001146,2020,2021-03-10T00:00:00,Stamford,42 BRIAR WOODS TRAIL,522750,867000,0.6029,Residential,Single Family
201235,2020,2021-09-10T00:00:00,Meriden,88 NO PEARL ST,113260,205000,0.5524,Residential,Single Family
200089,2020,2020-10-14T00:00:00,Norwalk,113 ROWAYTON WOODS DR,295760,365000,0.81030137,Residential,Condo
200956,2020,2021-05-28T00:00:00,New Haven,301 PROSPECT AV,105350,190000,0.554473684,Residential,Single Family
200547,2020,2020-11-19T00:00:00,Sprague,26-28 PARK DR,82670,135000,0.6123,Residential,Two Family
201079,2020,2021-09-27T00:00:00,Middletown,50 RED CLOVER CIRCLE,155530,325000,0.4785,Residential,Single Family
20125,2020,2020-12-15T00:00:00,North Haven,74 WARNER RD,219220,315000,0.6959,Residential,Single Family
200231,2020,2020-12-23T00:00:00,Norwich,27 SCOTT ST,100000,178000,0.5617,Residential,Single Family
200678,2020,2021-09-01T00:00:00,Salem,295 ROUND HILL RD,295900,450000,0.6575,Residential,Single Family
200190,2020,2021-06-25T00:00:00,Middlebury,61 EAST RIDGE DR,164900,375000,0.439733333,Residential,Single Family
200443,2020,2021-06-28T00:00:00,Simsbury,73 STRATTON FOREST WAY,173390,330000,0.5254,Residential,Condo
200044,2020,2020-10-09T00:00:00,Middletown,72 ROLLING GREEN,221490,328659,0.6739,Residential,Single Family
200188,2020,2021-06-01T00:00:00,Rocky Hill,58 CONCORD DRIVE,89880,150000,0.5992,Residential,Condo
201202,2020,2021-06-04T00:00:00,Milford,17 ORCHARD RD,239640,575000,0.4167,Residential,Single Family
200070,2020,2021-03-08T00:00:00,New Hartford,WEST HILL ROAD,113820,115000,0.9897,Vacant Land,
200897,2020,2021-07-27T00:00:00,Norwich,95 BRIAR LN,98600,177000,0.557,Residential,Condo
200507,2020,2021-04-21T00:00:00,Shelton,9 RIDGE LA,248220,425000,0.584,Residential,Single Family
201029,2020,2021-06-14T00:00:00,New Haven,50 COLD SPRING ST,478940,1100000,0.4354,Residential,Single Family
20099,2020,2020-11-03T00:00:00,Newtown,16 SPLIT ROCK ROAD,290100,529000,0.5483,Residential,Single Family
200790,2020,2021-07-30T00:00:00,Shelton,145 CANAL ST #112,117250,220000,0.5329,Residential,Condo
20122,2020,2020-12-14T00:00:00,North Haven,21 SAMOSET AVE,153990,302000,0.5099,Residential,Single Family
20397,2020,2021-08-02T00:00:00,Monroe,32 HIGHLAND DR,108300,207000,0.5231,Residential,Single Family
200753,2020,2021-07-20T00:00:00,Shelton,65 TRAP FALLS RD,3904810,9500000,0.411,Commercial,
201376,2020,2021-08-26T00:00:00,New Haven,160 CURTIS ST,116900,272000,0.4297,Residential,Single Family
200334,2020,2021-05-04T00:00:00,Simsbury,56 HILLTOP DRIVE,74070,145000,0.510827586,Residential,Condo
2001508,2020,2021-05-05T00:00:00,Stamford,24 NORTH STREET,279360,350000,0.7981,Residential,Single Family
2000049,2020,2020-10-07T00:00:00,Stamford,61 SEAVIEW AVENUE # 75,272230,410000,0.6639,Residential,Condo
20018,2020,2020-10-15T00:00:00,Montville,1691 ROUTE 32 C6,78090,63500,1.2297,Residential,Condo
200049,2020,2020-12-15T00:00:00,New Hartford,2 OKEEFE LANE,320810,489000,0.656,Residential,Single Family
200079,2020,2020-11-17T00:00:00,New Canaan,27 RAYMOND ST,928830,2000000,0.4644,Residential,Single Family
200409,2020,2021-06-29T00:00:00,Stonington,14 CRONIN AVE,183500,315000,0.5825,Residential,Single Family
20275,2020,2021-05-26T00:00:00,Plainfield,0 STERLING RD,82160,75000,1.0954,Vacant Land,
2002238,2020,2021-07-30T00:00:00,Stamford,109 APPLE VALLEY ROAD,400520,755000,0.5304,Residential,Single Family
200297,2020,2021-04-01T00:00:00,New Canaan,88 HERITAGE HILL RD-#88B,228690,380000,0.6018,Residential,Condo
202289,2020,2021-09-15T00:00:00,North Haven,5 LINCOLN ST,140120,258000,0.5431,Residential,Single Family
20407,2020,2021-08-19T00:00:00,Montville,47 MASSACHUSETTS RD,107520,268500,0.4004,Residential,Single Family
202689,2020,2021-07-19T00:00:00,Norwalk,13 ALEWIVES RD,323980,485000,0.668,Residential,Single Family
201281,2020,2021-09-23T00:00:00,Meriden,571 GRACEY AVE,142240,265000,0.5367,Residential,Single Family
200247,2020,2021-09-03T00:00:00,Middlebury,210 MUNSON RD,347200,560000,0.62,Residential,Single Family
20785,2020,2021-09-15T00:00:00,Ridgefield,49 MAIN ST,828910,1180000,0.7024,Residential,Single Family
20372,2020,2021-01-19T00:00:00,New Britain,209 STANLEY ST,90930,176900,0.514,Residential,Single Family
20528,2020,2021-09-15T00:00:00,Plainfield,4 STONE HOUSE DR,268760,241200,1.114262023,Residential,Single Family
200689,2020,2021-09-21T00:00:00,New Canaan,140 HERITAGE HILL RD-#140D,192080,330000,0.582,Residential,Condo
200035,2020,2020-11-03T00:00:00,Plainville,27 NORTON PL,105210,130000,0.809307692,Residential,Single Family
200811,2020,2021-07-02T00:00:00,Middletown,40 YELLOW HILL DR,148870,249999,0.5954,Residential,Single Family
202411,2020,2021-06-04T00:00:00,Norwalk,71 WALTER AVE,273970,531000,0.5159,Residential,Single Family
2000358,2020,2020-11-12T00:00:00,Stamford,1113 ROCK RIMMON ROAD,328380,470000,0.6986,Residential,Single Family
20160701,2020,2021-06-17T00:00:00,Redding,477 NEWTOWN TURNPIKE,241900,500000,0.4838,Residential,Single Family
20605,2020,2021-04-12T00:00:00,New Britain,397 FARMINGTON AVE,106540,245000,0.4348,Residential,Two Family
20627,2020,2021-07-12T00:00:00,Newtown,18 SHERMAN STREET,173370,238500,0.7269,Residential,Single Family
2000858,2020,2021-01-21T00:00:00,Stamford,36 HIGHVIEW AVENUE #11,230120,365000,0.6304,Residential,Condo
200063,2020,2020-10-29T00:00:00,Simsbury,104 PLANK HILL ROAD,213140,380000,0.5608,Residential,Condo
20078,2020,2020-12-14T00:00:00,Plainfield,18-26 SALMEN DR,198860,315000,0.6313,Apartments,
2002098,2020,2021-07-13T00:00:00,Stamford,69 COVE ROAD #A-4,81710,138180,0.5913,Residential,Condo
200270,2020,2020-12-14T00:00:00,Meriden,129 DEER RUN RD,106470,235000,0.45306383,Residential,Single Family
20373,2020,2021-07-15T00:00:00,Monroe,490 FAN HILL RD,127500,130000,0.980769231,Vacant Land,
200250,2020,2021-01-06T00:00:00,Shelton,17 CORAM RD #6F,132370,217000,0.61,Residential,Condo
200000,2020,2020-10-01T00:00:00,Shelton,77 LAKEVIEW AVE,110810,205000,0.5405,Residential,Single Family
200209,2020,2021-07-12T00:00:00,Old Lyme,22 SEA SPRAY RD,264000,486000,0.5432,Residential,Single Family
2000020,2020,2020-10-13T00:00:00,Naugatuck,24 WEST ST,94860,186000,0.51,Residential,Single Family
200913,2020,2021-03-01T00:00:00,Norwalk,25 GRAND ST UNIT 218,143410,250000,0.5736,Residential,Condo
20436,2020,2021-08-24T00:00:00,Monroe,43 GAY BOWER RD,239900,426912,0.5619,Residential,Single Family
2001490,2020,2021-05-03T00:00:00,Stamford,62 WOODBINE WAY,924980,1395000,0.663,Residential,Single Family
200011,2020,2020-10-09T00:00:00,New London,63 NILES HILL RD C4,33880,50500,0.6708,Residential,Condo
202565,2020,2021-06-29T00:00:00,Norwalk,24 OAK ST,243220,490000,0.4963,Residential,Two Family
202108,2020,2021-05-14T00:00:00,North Haven,22 EDGEWATER RD,146630,257000,0.5705,Residential,Single Family
2000401,2020,2020-11-18T00:00:00,Stamford,43 WATERBURY AVENUE #4,252130,415000,0.6075,Residential,Condo
20239,2020,2020-12-28T00:00:00,Ridgefield,210 KEELER DR,676660,1205000,0.5615,Residential,Single Family
200610,2020,2021-03-26T00:00:00,New Haven,355 NEWHALL ST,98490,230000,0.428217391,Residential,Three Family
200599,2020,2021-09-07T00:00:00,Simsbury,3 WHITE PINE TERRACE,451520,830000,0.544,Residential,Single Family
200286,2020,2021-02-16T00:00:00,South Windsor,316 PEPIN PLACE,48900,305260,0.1601,Residential,Single Family
202601,2020,2021-07-02T00:00:00,Norwalk,10 BARBARA DR,477950,753000,0.6347,Residential,Single Family
20435,2020,2021-05-19T00:00:00,Southbury,700 BUCKS HILL RD,262270,337500,0.777096296,Residential,Two Family
2002351,2020,2021-08-11T00:00:00,Stamford,245 SYLVAN KNOLL ROAD,11259520,255000,44.1549,Commercial,
2000806,2020,2021-01-15T00:00:00,Stamford,93 GLENBROOK ROAD #101,134130,72000000,0.0018,Residential,Condo
200537,2020,2021-03-08T00:00:00,Meriden,75 CURTIS ST,114030,239000,0.4771,Residential,Two Family
200424,2020,2021-02-04T00:00:00,Norwich,94 SMITH AVE,76500,167000,0.458,Residential,Two Family
200497,2020,2021-02-24T00:00:00,Meriden,109 GROVE ST,59290,150000,0.3952,Residential,Two Family
2002422,2020,2021-08-24T00:00:00,Stamford,71 STRAWBERRY HILL AVE #1107,135470,208150,0.6508,Residential,Condo
200140,2020,2020-11-06T00:00:00,Meriden,306 OVERLOOK POINT,63210,111000,0.5694,Residential,Condo
200832,2020,2021-08-16T00:00:00,Shelton,7 COUNTRY PL,145530,281000,0.5179,Residential,Condo
20161,2020,2020-11-30T00:00:00,Newtown,10 BARI DRIVE,170630,370000,0.4611,Residential,Single Family
200268,2020,2020-12-11T00:00:00,New Haven,102 SHERLAND AV,52360,80000,0.6545,Residential,Single Family
20712,2020,2021-05-18T00:00:00,New Britain,113 HEATHER LN,95900,240000,0.3995,Residential,Single Family
20114,2020,2020-11-06T00:00:00,Newtown,17 BOTSFORD HILL ROAD,370080,750000,0.4934,Residential,Single Family
2020247,2020,2021-05-28T00:00:00,Old Saybrook,39 MAYNARD RD,176000,281500,0.6252,Residential,Single Family
201139,2020,2021-08-20T00:00:00,Meriden,50 FOWLER AVE,97160,207000,0.4693,Residential,Single Family
200923,2020,2021-09-15T00:00:00,Shelton,52 LONGFELLOW RD,169470,340000,0.498441176,Residential,Single Family
200578,2020,2021-03-22T00:00:00,Meriden,91 NO THIRD ST,93590,199000,0.4703,Residential,Three Family
202536,2020,2021-06-24T00:00:00,Norwalk,5 LISA LN,502890,960000,0.5238,Residential,Single Family
200738,2020,2021-04-30T00:00:00,New Haven,136 MITCHELL SR,158130,160000,0.9883,Residential,Single Family
20074,2020,2021-01-19T00:00:00,Orange,471 ORANGE CENTER RD,280700,365000,0.769,Residential,Single Family
200050,2020,2020-10-19T00:00:00,South Windsor,160 PINE KNOB DR,150900,271500,0.5558,Residential,Single Family
202451,2020,2021-06-10T00:00:00,Norwalk,32 PINE ST UNIT 1/A,166800,265000,0.6294,Residential,Condo
20366,2020,2021-07-15T00:00:00,Montville,11 RIDGE DR,113670,155000,0.733354839,Residential,Single Family
201115,2020,2021-08-31T00:00:00,New Britain,156 GOLDEN HILL ST,153650,310000,0.4956,Residential,Two Family
2000615,2020,2021-07-16T00:00:00,Naugatuck,26 JOHN ST,28480,15000,1.8986,Vacant Land,
20867,2020,2021-07-01T00:00:00,New Britain,320 ALEXANDER RD,119350,235000,0.5078,Residential,Single Family
2002206,2020,2021-07-27T00:00:00,Stamford,LOT 15 BELLTOWN ROAD,133830,160000,0.8364,Vacant Land,
20310,2020,2021-06-14T00:00:00,Plainfield,32 BLACK HILL RD,164410,295000,0.5573,Residential,Single Family
200434,2020,2021-07-12T00:00:00,Stonington,6 PARK AVE,0,599551,0,Residential,Condo
2000548,2020,2021-06-21T00:00:00,Naugatuck,535 MILLVILLE AVE,84340,195000,0.432512821,Residential,Single Family
2000736,2020,2021-01-06T00:00:00,Stamford,0 KONANDREAS DRIVE,180720,235000,0.769,Vacant Land,
201175,2020,2021-03-09T00:00:00,New London,92-94 THAMES ST,128030,125000,1.0242,Residential,Two Family
200122,2020,2020-12-07T00:00:00,Simsbury,210 WEST MOUNTAIN ROAD,200360,400000,0.5009,Residential,Single Family
200287,2020,2021-01-11T00:00:00,Shelton,465 ASBURY RIDGE,84770,161000,0.5265,Residential,Condo
202638,2020,2021-07-08T00:00:00,Norwalk,90 COUNTY ST,294310,562000,0.5236,Residential,Single Family
200453,2020,2021-05-28T00:00:00,South Windsor,116 CANDLEWOOD DR,81100,140000,0.5792,Residential,Condo
20123,2020,2020-12-18T00:00:00,Monroe,22 HISTORIC DR,337500,510150,0.6615,Residential,Single Family
20002,2020,2020-10-01T00:00:00,Southbury,844 D HERITAGE VILLAGE,88970,155000,0.574,Residential,Condo
